City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Terney,RU,45.0503,136.6092,49.19,93,100,3.22,overcast clouds
697,La Ligua,CL,-32.4524,-71.2311,69.58,31,0,4.36,clear sky
698,Boende,CD,-0.2167,20.8667,74.25,85,58,2.98,broken clouds
699,Sioni,GE,41.9895,45.0239,55.76,94,37,6.06,scattered clouds
700,Batagay-Alyta,RU,67.8006,130.4114,38.89,53,27,3.06,scattered clouds
701,Sisimiut,GL,66.9395,-53.6735,36.61,68,100,3.47,overcast clouds
702,Pangai,TO,-19.8,-174.35,77.11,78,75,0.0,broken clouds
703,Divnomorskoye,RU,44.5011,38.1353,58.48,95,10,5.23,clear sky
704,Diamantino,BR,-14.4086,-56.4461,77.79,68,17,2.33,few clouds
705,Broome,US,42.2506,-75.833,74.57,57,75,3.0,broken clouds
706,Borba,BR,-4.3878,-59.5939,83.91,71,88,1.43,overcast clouds
707,Terrace Bay,CA,48.7834,-87.1,56.82,77,97,8.46,overcast clouds
708,Hornepayne,CA,49.2138,-84.7705,68.43,50,39,11.1,scattered clouds
709,Nanakuli,US,21.3906,-158.1547,83.1,69,40,3.78,scattered clouds
710,Loreto,MX,22.2667,-101.9667,81.5,20,2,5.26,clear sky
711,Bandarbeyla,SO,9.4942,50.8122,82.13,67,0,16.6,clear sky
712,Kutum,SD,14.2,24.6667,79.48,14,54,5.64,broken clouds
713,Ust-Koksa,RU,50.2696,85.6108,48.54,89,77,0.6,broken clouds
714,Quang Ngai,VN,15.1167,108.8,77.2,92,96,3.11,overcast clouds
715,Hare Bay,CA,48.8499,-54.0148,34.95,56,100,12.28,overcast clouds
716,Malovat,RO,44.7044,22.7311,61.27,68,70,6.98,broken clouds
717,Dubrovka,RU,53.6907,33.5071,53.58,91,0,6.53,clear sky
718,Dauphin,CA,51.1494,-100.0502,71.74,37,75,31.07,broken clouds
719,Mbini,GQ,1.574,9.6134,84.04,88,100,7.52,overcast clouds
720,Moca,DO,19.5,-70.5,80.65,66,40,5.75,scattered clouds
